C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_44_629.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_44_629.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_44_629.jpg, 0, 0, 0, 7.817116E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_44_729.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_44_729.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_44_729.jpg, 0, 0, 0, 7.863764E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_44_830.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_44_830.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_44_830.jpg, 0, 0, 0, 7.834231E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_44_932.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_44_932.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_44_932.jpg, 0, 0, 0, 7.790028E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_45_032.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_45_032.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_45_032.jpg, 0, 0, 0, 7.788822E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_45_135.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_45_135.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_45_135.jpg, 0, 0, 0, 7.799386E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_45_236.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_45_236.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_45_236.jpg, 0, 0, 0, 7.827181E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_45_337.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_45_337.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_45_337.jpg, 0, 0, 0, 7.818975E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_45_439.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_45_439.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_45_439.jpg, 0, 0, 0, 7.954563E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_45_540.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_45_540.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_45_540.jpg, 0, 0, 0, 7.8156E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_45_641.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_45_641.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_45_641.jpg, 0, 0, 0, 7.805564E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_45_904.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_45_904.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_45_904.jpg, 0, 0, 0, 7.789346E-05
C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\center_2020_03_15_00_55_46_018.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\left_2020_03_15_00_55_46_018.jpg, C:\Users\Prajval\OneDrive - Clemson University\Desktop\Data\IMG\right_2020_03_15_00_55_46_018.jpg, 0, 0, 0, 7.819951E-05
